Date,Open,High,Low,Close,Adj Close,Volume
2020-03-13,1755.000000,1786.310059,1680.619995,1785.000000,1785.000000,8809700
2020-03-16,1641.510010,1759.449951,1626.030029,1689.150024,1689.150024,8917300
2020-03-17,1775.469971,1857.780029,1689.239990,1807.839966,1807.839966,10917100
2020-03-18,1750.000000,1841.660034,1745.000000,1830.000000,1830.000000,9645200
2020-03-19,1860.000000,1945.000000,1832.650024,1880.930054,1880.930054,10399900
2020-03-20,1926.310059,1957.000000,1820.729980,1846.089966,1846.089966,9817900
2020-03-23,1827.750000,1919.400024,1812.000000,1902.829956,1902.829956,7808500
2020-03-24,1951.500000,1955.000000,1900.339966,1940.099976,1940.099976,7147100
2020-03-25,1920.689941,1950.260010,1885.780029,1885.839966,1885.839966,6479100
2020-03-26,1902.000000,1956.489990,1889.290039,1955.489990,1955.489990,6221300
2020-03-27,1930.859985,1939.790039,1899.920044,1900.099976,1900.099976,5387900
2020-03-30,1922.829956,1973.630005,1912.339966,1963.949951,1963.949951,6126100
2020-03-31,1964.349976,1993.020020,1944.010010,1949.719971,1949.719971,5123600
2020-04-01,1932.969971,1944.959961,1893.000000,1907.699951,1907.699951,4121900
2020-04-02,1901.640015,1927.530029,1890.000000,1918.829956,1918.829956,4336000
2020-04-03,1911.150024,1926.329956,1889.150024,1906.589966,1906.589966,3609900
2020-04-06,1936.000000,1998.520020,1930.020020,1997.589966,1997.589966,5773200
2020-04-07,2017.109985,2035.719971,1997.619995,2011.599976,2011.599976,5114000
2020-04-08,2021.000000,2044.000000,2011.150024,2043.000000,2043.000000,3977300
2020-04-09,2044.300049,2053.000000,2017.660034,2042.760010,2042.760010,4655600
2020-04-13,2040.000000,2180.000000,2038.000000,2168.870117,2168.870117,6716700
2020-04-14,2200.469971,2292.000000,2186.209961,2283.320068,2283.320068,8087200
2020-04-15,2257.679932,2333.370117,2245.000000,2307.679932,2307.679932,6866600
2020-04-16,2346.000000,2461.000000,2335.000000,2408.189941,2408.189941,12038200
2020-04-17,2372.330078,2400.000000,2316.020020,2375.000000,2375.000000,7930000
2020-04-20,2389.949951,2444.979980,2386.050049,2393.610107,2393.610107,5770700
2020-04-21,2416.610107,2428.310059,2279.659912,2328.120117,2328.120117,7476700
2020-04-22,2369.000000,2394.000000,2351.000000,2363.489990,2363.489990,4218300
2020-04-23,2399.979980,2424.219971,2382.080078,2399.449951,2399.449951,5066600
2020-04-24,2417.000000,2420.429932,2382.000000,2410.219971,2410.219971,3831800
2020-04-27,2443.199951,2444.879883,2363.000000,2376.000000,2376.000000,5645600
2020-04-28,2372.100098,2373.500000,2306.000000,2314.080078,2314.080078,5269400
2020-04-29,2330.010010,2391.889893,2310.000000,2372.709961,2372.709961,4591600
2020-04-30,2419.840088,2475.000000,2396.010010,2474.000000,2474.000000,9415000
2020-05-01,2336.800049,2362.439941,2258.189941,2286.040039,2286.040039,9772600
2020-05-04,2256.379883,2326.979980,2256.379883,2315.989990,2315.989990,4865900
2020-05-05,2340.000000,2351.000000,2307.129883,2317.800049,2317.800049,3242500
2020-05-06,2329.439941,2357.449951,2320.000000,2351.260010,2351.260010,3117800
2020-05-07,2374.780029,2376.000000,2343.110107,2367.610107,2367.610107,3396400
2020-05-08,2372.139893,2387.239990,2357.000000,2379.610107,2379.610107,3211200
2020-05-11,2374.699951,2419.669922,2372.110107,2409.000000,2409.000000,3253700
2020-05-12,2411.850098,2419.000000,2355.000000,2356.949951,2356.949951,3074900
2020-05-13,2366.800049,2407.699951,2337.800049,2367.919922,2367.919922,4782900
2020-05-14,2361.010010,2391.370117,2353.209961,2388.850098,2388.850098,3648100
2020-05-15,2368.520020,2411.000000,2356.370117,2409.780029,2409.780029,4235000
2020-05-18,2404.350098,2433.000000,2384.010010,2426.260010,2426.260010,4366600
2020-05-19,2429.830078,2485.000000,2428.969971,2449.330078,2449.330078,4320500
2020-05-20,2477.870117,2500.010010,2467.270020,2497.939941,2497.939941,3998100
2020-05-21,2500.000000,2525.449951,2442.540039,2446.739990,2446.739990,5114400
2020-05-22,2455.010010,2469.850098,2430.129883,2436.879883,2436.879883,2867100
2020-05-26,2458.000000,2462.000000,2414.060059,2421.860107,2421.860107,3568200
2020-05-27,2404.989990,2413.580078,2330.000000,2410.389893,2410.389893,5056900
2020-05-28,2384.330078,2436.969971,2378.229980,2401.100098,2401.100098,3190200
2020-05-29,2415.939941,2442.370117,2398.199951,2442.370117,2442.370117,3529300
